SeriousDlqin2yrs,RevolvingUtilizationOfUnsecuredLines,age,NumberOfTime30-59DaysPastDueNotWorse,DebtRatio,MonthlyIncome,NumberOfOpenCreditLinesAndLoans,NumberOfTimes90DaysLate,NumberRealEstateLoansOrLines,NumberOfTime60-89DaysPastDueNotWorse,NumberOfDependents
1.0,0.285204757,45.0,1.0,0.851429714,5000.0,10.0,0.0,2.0,0.0,1.0
1.0,0.069073783,52.0,0.0,0.496387424,5120.0,8.0,0.0,2.0,0.0,4.0
1.0,0.118191443,42.0,0.0,0.616146515,5350.0,11.0,0.0,1.0,0.0,2.0
1.0,0.0,81.0,0.0,0.113273647,7706.0,8.0,0.0,1.0,0.0,0.0
1.0,0.151434559,66.0,2.0,0.164985001,11000.0,16.0,0.0,1.0,0.0,0.0
1.0,0.9999999,42.0,0.0,0.432626949,2500.0,2.0,0.0,1.0,0.0,2.0
1.0,0.9999999,34.0,1.0,0.25464191,4900.0,4.0,1.0,0.0,1.0,4.0
1.0,0.850011904,41.0,0.0,0.26697892300000003,8966.0,5.0,0.0,2.0,0.0,2.0
1.0,0.18771377600000005,67.0,0.0,0.34457855200000004,50539.0,13.0,0.0,4.0,0.0,2.0
1.0,0.347079642,65.0,0.0,0.31259747,5770.0,7.0,0.0,1.0,0.0,0.0
1.0,0.031228367000000007,73.0,0.0,0.4646098,550.0,8.0,0.0,0.0,0.0,0.0
1.0,0.570403482,34.0,0.0,0.109386027,4250.0,4.0,0.0,0.0,0.0,0.0
1.0,0.018157364,56.0,0.0,0.462563875,4500.0,24.0,0.0,1.0,0.0,0.0
1.0,0.0,70.0,0.0,0.462522852,1640.0,13.0,0.0,1.0,0.0,0.0
1.0,0.9999999,39.0,0.0,0.472015731,20850.0,4.0,0.0,3.0,0.0,0.0
1.0,0.343201248,53.0,0.0,0.377370662,7750.0,8.0,0.0,1.0,0.0,3.0
1.0,0.9999999,36.0,0.0,523.0,7.0,1.0,0.0,0.0,0.0,0.0
1.0,0.392192869,43.0,0.0,0.150205533,9000.0,8.0,0.0,0.0,0.0,2.0
1.0,0.036959686,62.0,0.0,0.0073688769999999985,2306.0,3.0,0.0,0.0,0.0,0.0
1.0,0.927938588,53.0,0.0,0.335413167,12500.0,7.0,0.0,1.0,0.0,2.0
0.0,0.931943854,57.0,1.0,0.097242686,4750.0,8.0,2.0,0.0,1.0,0.0
1.0,0.650684676,48.0,0.0,0.235947567,4500.0,7.0,1.0,0.0,0.0,0.0
0.0,0.802838938,48.0,2.0,0.211554486,10800.0,9.0,1.0,0.0,0.0,1.0
1.0,0.360323324,46.0,0.0,388.0,21.0,2.0,0.0,0.0,0.0,0.0
1.0,0.643104377,32.0,0.0,0.249571551,4667.0,5.0,0.0,0.0,0.0,0.0
1.0,0.9999999,33.0,0.0,0.122219445,4000.0,1.0,1.0,0.0,0.0,1.0
1.0,0.0,68.0,0.0,0.798643714,5750.0,9.0,0.0,2.0,0.0,0.0
1.0,0.02547926,71.0,0.0,0.265189971,6500.0,11.0,0.0,1.0,0.0,1.0
0.0,0.947605239,41.0,4.0,0.74145171,5000.0,5.0,1.0,1.0,1.0,2.0
1.0,0.202970588,44.0,0.0,0.22304405,6083.0,7.0,0.0,1.0,0.0,2.0
1.0,0.958521659,38.0,0.0,1.2238880559999998,2000.0,5.0,0.0,0.0,0.0,2.0
1.0,0.052699954000000014,58.0,0.0,0.4848619770000001,8983.0,7.0,0.0,2.0,0.0,0.0
1.0,0.635016534,54.0,1.0,0.438842415,4422.0,15.0,0.0,1.0,0.0,0.0
1.0,0.162639336,42.0,0.0,0.315331759,9313.0,7.0,0.0,2.0,0.0,3.0
1.0,0.349482526,35.0,0.0,0.471752825,10000.0,6.0,0.0,1.0,0.0,0.0
1.0,0.002429741,52.0,0.0,0.106927076,14233.0,6.0,0.0,1.0,0.0,0.0
1.0,0.006315552,49.0,0.0,0.796080659,3520.0,13.0,0.0,1.0,0.0,0.0
1.0,0.9999999,23.0,0.0,0.0,898.0,1.0,0.0,0.0,0.0,0.0
1.0,0.0,23.0,0.0,0.0,704.0,1.0,0.0,0.0,0.0,0.0
1.0,0.5707576560000001,66.0,0.0,0.28860925,6118.0,11.0,0.0,1.0,0.0,0.0
1.0,0.0,28.0,0.0,0.0,4445.0,1.0,0.0,0.0,0.0,0.0
1.0,0.013082083,56.0,0.0,0.12934722,10753.0,8.0,0.0,2.0,0.0,0.0
1.0,0.037016836,56.0,0.0,0.00322546,9300.0,4.0,0.0,0.0,0.0,0.0
1.0,0.122975405,38.0,0.0,0.323556859,7500.0,6.0,0.0,2.0,0.0,0.0
1.0,0.111554788,67.0,0.0,0.291712953,4500.0,8.0,0.0,1.0,0.0,0.0
1.0,0.822156126,64.0,0.0,0.731197455,4400.0,5.0,0.0,1.0,0.0,0.0
1.0,0.053580199,77.0,0.0,0.031104199,4500.0,15.0,0.0,0.0,0.0,0.0
1.0,0.02236689,79.0,0.0,32.0,1728.0,6.0,0.0,0.0,0.0,0.0
1.0,0.006992412,67.0,1.0,0.000967638,9300.0,5.0,0.0,0.0,0.0,0.0
1.0,0.896418275,69.0,0.0,0.986002799,5000.0,14.0,0.0,1.0,0.0,1.0
1.0,1.017783373,62.0,0.0,0.4000252620000001,7916.0,11.0,0.0,2.0,0.0,0.0
1.0,0.30949241,60.0,0.0,0.190035393,7345.0,17.0,0.0,0.0,0.0,0.0
1.0,0.100087561,60.0,0.0,0.2544994,7500.0,8.0,0.0,1.0,0.0,1.0
1.0,0.139087563,55.0,0.0,0.206518562,6841.0,6.0,0.0,1.0,0.0,2.0
1.0,0.0,70.0,0.0,0.08569230800000001,25999.0,2.0,0.0,1.0,0.0,0.0
1.0,0.9999999,34.0,0.0,0.691921005,2784.0,7.0,0.0,2.0,0.0,3.0
1.0,0.159693245,59.0,0.0,0.292682927,2500.0,9.0,0.0,0.0,0.0,1.0
1.0,0.673817955,35.0,0.0,250.0,1.0,4.0,0.0,0.0,0.0,1.0
1.0,0.148584399,48.0,0.0,0.364939177,6000.0,8.0,0.0,2.0,0.0,3.0
0.0,0.9999999,29.0,0.0,0.1919364,1760.0,2.0,1.0,0.0,0.0,0.0
1.0,0.9999999,51.0,0.0,0.013747228,2254.0,0.0,1.0,0.0,0.0,0.0
1.0,0.286789528,70.0,0.0,0.61929621,5171.0,13.0,0.0,1.0,0.0,2.0
1.0,0.596984936,58.0,0.0,0.7937933209999999,6347.0,12.0,0.0,2.0,0.0,0.0
1.0,0.405049579,28.0,0.0,0.472601423,5200.0,7.0,0.0,1.0,0.0,2.0
1.0,0.031106174,35.0,0.0,0.151166313,3300.0,6.0,0.0,0.0,0.0,2.0
1.0,0.02980549,85.0,0.0,0.017988008,1500.0,4.0,0.0,0.0,0.0,0.0
1.0,0.259825608,35.0,0.0,0.121287471,7238.0,8.0,0.0,0.0,0.0,2.0
1.0,0.05665722400000001,33.0,0.0,0.0014532770000000002,6880.0,4.0,0.0,0.0,0.0,0.0
1.0,0.08094874099999999,69.0,0.0,0.21024735,5093.0,8.0,0.0,1.0,0.0,0.0
1.0,0.23891966,57.0,1.0,0.403905325,8449.0,15.0,0.0,2.0,0.0,2.0
1.0,0.3643925320000001,39.0,0.0,0.020284851,6950.0,2.0,0.0,0.0,0.0,2.0
1.0,0.413434767,69.0,0.0,0.07340302,4304.0,6.0,0.0,0.0,0.0,0.0
1.0,0.298323746,50.0,0.0,0.408759124,10000.0,10.0,0.0,2.0,0.0,1.0
1.0,0.79885821,34.0,0.0,0.478434733,3500.0,5.0,0.0,1.0,0.0,0.0
1.0,0.1262633,40.0,0.0,0.6822192420000001,14166.0,10.0,0.0,2.0,0.0,2.0
1.0,0.32956420000000003,37.0,0.0,0.324647781,6600.0,10.0,0.0,1.0,0.0,1.0
1.0,0.239549032,34.0,0.0,0.482542428,9250.0,8.0,0.0,2.0,0.0,0.0
1.0,0.002237989,31.0,0.0,0.385797342,4815.0,7.0,0.0,1.0,0.0,1.0
1.0,0.090952418,77.0,0.0,0.116511548,2900.0,13.0,0.0,0.0,0.0,1.0
1.0,0.09459527,33.0,0.0,0.363331657,5966.0,4.0,0.0,1.0,0.0,3.0
1.0,0.018149217,60.0,0.0,0.0009007189999999998,54400.0,8.0,0.0,0.0,0.0,2.0
1.0,0.495872192,54.0,0.0,0.145990876,16000.0,8.0,0.0,0.0,0.0,0.0
1.0,0.298805069,72.0,0.0,0.254422397,6500.0,11.0,0.0,0.0,0.0,0.0
1.0,0.914363016,50.0,1.0,0.316442606,2900.0,8.0,1.0,0.0,1.0,2.0
1.0,0.9999999,26.0,0.0,0.11265545,4100.0,1.0,0.0,0.0,0.0,0.0
1.0,0.072774352,69.0,0.0,0.198327585,21166.0,13.0,0.0,2.0,0.0,1.0
1.0,0.419874942,51.0,0.0,0.5701343329999999,3200.0,7.0,0.0,1.0,0.0,1.0
1.0,0.175189607,43.0,0.0,0.314414643,15733.0,18.0,0.0,2.0,0.0,2.0
1.0,0.128463883,43.0,0.0,0.387801743,7000.0,21.0,0.0,1.0,0.0,1.0
1.0,0.094987068,39.0,0.0,0.354596235,14500.0,11.0,0.0,1.0,0.0,2.0
1.0,0.431871892,56.0,0.0,0.435534264,4800.0,12.0,0.0,2.0,0.0,1.0
1.0,0.5045787270000001,49.0,0.0,0.437522725,8250.0,14.0,0.0,1.0,0.0,2.0
1.0,0.23855229,79.0,0.0,0.012064805,2900.0,1.0,0.0,0.0,0.0,0.0
1.0,0.024539877,63.0,0.0,0.14692353800000002,15000.0,9.0,0.0,1.0,0.0,1.0
1.0,0.011519816,70.0,1.0,0.003650214,6300.0,9.0,0.0,0.0,0.0,0.0
1.0,0.254568043,58.0,0.0,0.377831108,6666.0,7.0,0.0,2.0,0.0,1.0
1.0,1.034386246,26.0,0.0,0.08724832199999999,3128.0,2.0,0.0,0.0,0.0,0.0
0.0,0.947442636,28.0,2.0,0.271970012,2400.0,7.0,0.0,0.0,0.0,1.0
1.0,0.444104655,43.0,0.0,0.310667301,6308.0,5.0,0.0,2.0,0.0,2.0
1.0,0.104374171,46.0,2.0,0.246935201,2283.0,9.0,0.0,1.0,0.0,2.0
1.0,0.555544446,44.0,0.0,0.02312211,8000.0,2.0,0.0,0.0,0.0,2.0
1.0,0.649223385,32.0,2.0,0.283633248,3500.0,8.0,0.0,0.0,0.0,0.0
1.0,0.049249352,64.0,0.0,111.0,227.0,5.0,0.0,0.0,0.0,0.0
1.0,0.499761369,41.0,0.0,0.134287033,6500.0,4.0,0.0,0.0,0.0,0.0
1.0,0.95775264,44.0,1.0,0.344565543,10000.0,6.0,0.0,2.0,0.0,2.0
1.0,0.212832403,39.0,0.0,0.175936436,5285.0,5.0,0.0,0.0,0.0,2.0
1.0,0.281711588,38.0,0.0,0.420606677,5900.0,11.0,0.0,1.0,0.0,3.0
1.0,1.025365104,41.0,0.0,0.031994668,6000.0,8.0,0.0,0.0,0.0,4.0
1.0,0.8665410809999999,53.0,0.0,0.844847549,2590.0,12.0,1.0,1.0,0.0,0.0
1.0,0.383388573,62.0,0.0,0.525458248,5400.0,13.0,0.0,2.0,0.0,1.0
1.0,0.306192415,38.0,1.0,0.817355747,2200.0,8.0,0.0,1.0,2.0,0.0
1.0,0.17888321,43.0,0.0,0.357663191,7000.0,12.0,0.0,2.0,0.0,1.0
1.0,0.8750624690000001,29.0,0.0,0.510204082,2400.0,3.0,0.0,1.0,0.0,0.0
1.0,0.030411696,45.0,0.0,0.908727515,1500.0,7.0,0.0,1.0,0.0,0.0
1.0,0.068507809,59.0,0.0,0.181970509,2983.0,7.0,0.0,0.0,0.0,0.0
1.0,0.566361436,34.0,0.0,0.346397695,1734.0,6.0,0.0,1.0,0.0,4.0
1.0,0.08690127199999999,75.0,0.0,0.480611688,5492.0,19.0,0.0,1.0,0.0,0.0
1.0,0.000564199,65.0,0.0,0.140465116,4299.0,17.0,0.0,0.0,0.0,0.0
1.0,0.02123915,44.0,0.0,0.265286378,5167.0,6.0,0.0,2.0,0.0,1.0
1.0,0.34162416700000003,64.0,0.0,0.48422634,5990.0,20.0,0.0,1.0,0.0,0.0
1.0,0.0,45.0,0.0,0.0,2835.0,3.0,0.0,0.0,0.0,0.0
1.0,0.9999999,33.0,0.0,0.255637467,4611.0,3.0,0.0,0.0,0.0,3.0
1.0,0.7541727559999999,48.0,0.0,0.568279936,4400.0,6.0,0.0,2.0,0.0,0.0
1.0,0.484183735,28.0,0.0,0.095123901,1250.0,2.0,1.0,0.0,1.0,0.0
1.0,0.018320535,27.0,0.0,0.006138393000000001,3583.0,2.0,0.0,0.0,0.0,0.0
1.0,0.234100008,82.0,3.0,0.576284743,5000.0,19.0,0.0,2.0,0.0,2.0
1.0,0.908193238,55.0,1.0,0.141847011,4666.0,9.0,0.0,0.0,2.0,0.0
1.0,0.9149912,62.0,0.0,0.6028571429999999,2449.0,6.0,0.0,1.0,0.0,0.0
1.0,0.114174515,55.0,1.0,0.414067541,4648.0,15.0,0.0,2.0,0.0,0.0
0.0,0.801391863,46.0,0.0,1257.0,0.0,14.0,7.0,0.0,0.0,2.0
1.0,0.9999999,38.0,1.0,0.589157953,3633.0,8.0,1.0,1.0,0.0,3.0
1.0,0.103605992,64.0,0.0,0.13223268,6480.0,9.0,0.0,0.0,0.0,1.0
1.0,0.41651727,29.0,0.0,0.238549618,2619.0,12.0,0.0,0.0,0.0,0.0
1.0,0.440688273,65.0,1.0,0.349457246,5250.0,11.0,0.0,0.0,0.0,1.0
1.0,0.388878137,50.0,0.0,0.021598272,8333.0,6.0,0.0,0.0,0.0,0.0
1.0,0.022510581,57.0,0.0,0.406797116,12622.0,11.0,0.0,4.0,0.0,1.0
0.0,0.7419204840000001,27.0,0.0,0.070418512,7000.0,4.0,0.0,0.0,2.0,3.0
1.0,0.330186613,44.0,2.0,0.34417405,17833.0,8.0,0.0,2.0,0.0,4.0
1.0,0.9999999,28.0,0.0,0.159014558,1785.0,1.0,0.0,0.0,0.0,0.0
1.0,0.057190917,44.0,0.0,0.343754401,7100.0,6.0,1.0,1.0,0.0,4.0
1.0,0.913108689,30.0,0.0,0.11183941,2440.0,3.0,1.0,0.0,0.0,1.0
1.0,0.02018937,86.0,0.0,31.0,2469.0,7.0,0.0,0.0,0.0,0.0
1.0,0.357807688,60.0,3.0,0.577903683,5647.0,18.0,0.0,3.0,0.0,1.0
1.0,0.506995336,29.0,0.0,0.5029988000000001,2500.0,6.0,0.0,1.0,1.0,0.0
1.0,0.161183882,67.0,0.0,0.009894867,4850.0,1.0,0.0,0.0,0.0,1.0
1.0,0.666802717,52.0,0.0,0.5934735839999999,8365.0,9.0,0.0,1.0,0.0,3.0
1.0,0.042489590999999986,53.0,0.0,0.478496959,4603.0,6.0,0.0,1.0,0.0,0.0
1.0,0.537537295,29.0,0.0,0.299880048,2500.0,7.0,0.0,0.0,0.0,3.0
1.0,0.597405261,29.0,0.0,0.522496121,5800.0,8.0,0.0,1.0,0.0,2.0
1.0,0.15301969699999998,55.0,0.0,0.187873913,19890.0,6.0,0.0,2.0,0.0,3.0
1.0,0.059803419,70.0,0.0,0.029153355,2503.0,5.0,0.0,0.0,0.0,0.0
1.0,0.9999999,43.0,0.0,0.195567145,2300.0,3.0,0.0,0.0,0.0,0.0
1.0,0.054314137,47.0,0.0,0.4561292770000001,7920.0,18.0,0.0,2.0,0.0,3.0
1.0,0.9999999,28.0,0.0,0.938359017,2400.0,4.0,0.0,1.0,0.0,0.0
1.0,0.124054279,54.0,0.0,0.08599656,25000.0,8.0,0.0,0.0,0.0,1.0
1.0,0.023563199,35.0,0.0,0.346220504,7500.0,6.0,0.0,2.0,0.0,0.0
1.0,0.213830577,47.0,0.0,0.129811698,6000.0,16.0,0.0,0.0,0.0,0.0
0.0,0.428761873,54.0,1.0,0.437797417,1470.0,3.0,2.0,0.0,0.0,0.0
1.0,0.01650336,59.0,0.0,0.3654475170000001,6725.0,10.0,0.0,2.0,0.0,1.0
1.0,0.081257253,38.0,1.0,0.198927401,10068.0,9.0,0.0,2.0,0.0,3.0
1.0,0.206289523,38.0,0.0,0.295269168,5516.0,12.0,0.0,0.0,0.0,1.0
1.0,0.0,31.0,2.0,0.490438695,2666.0,4.0,2.0,0.0,1.0,2.0
1.0,1.056327075,26.0,1.0,0.124250214,3500.0,5.0,0.0,0.0,0.0,0.0
1.0,0.0,49.0,0.0,0.667362198,5750.0,5.0,0.0,1.0,0.0,0.0
1.0,0.0,47.0,0.0,0.275766017,5025.0,8.0,0.0,1.0,0.0,3.0
1.0,0.069674426,68.0,0.0,28.0,1147.0,7.0,0.0,0.0,0.0,0.0
1.0,0.0,35.0,0.0,0.063293671,10000.0,7.0,0.0,0.0,0.0,0.0
1.0,0.011742313,81.0,0.0,0.001856878,7000.0,4.0,0.0,0.0,0.0,0.0
1.0,0.9999999,64.0,0.0,0.216785548,15000.0,7.0,0.0,1.0,0.0,0.0
1.0,0.26516716,62.0,0.0,0.512417864,8978.0,15.0,0.0,4.0,0.0,0.0
1.0,0.005491336,68.0,0.0,0.438518188,4480.0,9.0,1.0,1.0,0.0,0.0
1.0,0.062223565,37.0,0.0,0.014562052,4600.0,5.0,0.0,0.0,0.0,0.0
1.0,0.44330378,50.0,0.0,0.41232346,8000.0,7.0,0.0,2.0,0.0,0.0
1.0,0.0,52.0,0.0,0.34453205299999995,5833.0,13.0,0.0,1.0,0.0,0.0
1.0,0.015866138000000002,72.0,0.0,1407.0,0.0,7.0,0.0,1.0,0.0,0.0
0.0,1.047203814,38.0,1.0,0.520732121,8850.0,9.0,4.0,1.0,2.0,5.0
1.0,0.337359319,51.0,0.0,0.153852347,12420.0,14.0,0.0,1.0,0.0,2.0
1.0,0.034348283,45.0,0.0,20.0,2610.0,3.0,0.0,1.0,0.0,0.0
1.0,0.072500891,63.0,0.0,0.7129300120000001,5057.0,17.0,0.0,3.0,0.0,1.0
1.0,0.0,64.0,0.0,0.164980864,7315.0,7.0,0.0,1.0,0.0,1.0
1.0,0.0,44.0,0.0,0.16462696,11030.0,5.0,0.0,1.0,0.0,4.0
1.0,0.564295714,29.0,0.0,0.270614693,4001.0,8.0,0.0,0.0,0.0,0.0
1.0,0.024008479,60.0,0.0,0.41509144,6506.0,26.0,0.0,1.0,0.0,0.0
1.0,0.023450241,56.0,0.0,0.216793893,6549.0,14.0,0.0,0.0,0.0,2.0
1.0,0.66460713,29.0,0.0,0.231692077,4000.0,5.0,0.0,0.0,0.0,0.0
1.0,0.016525483,58.0,0.0,3.0,4771.0,3.0,0.0,0.0,0.0,0.0
1.0,0.594474858,42.0,0.0,0.205082078,8893.0,14.0,0.0,1.0,0.0,0.0
1.0,0.231209377,71.0,0.0,0.02274812,5450.0,3.0,0.0,0.0,0.0,1.0
1.0,0.261501618,34.0,0.0,0.219112355,2500.0,8.0,0.0,0.0,0.0,0.0
1.0,0.020826997,79.0,0.0,0.009998,5000.0,5.0,0.0,0.0,0.0,0.0
1.0,0.00791076,48.0,0.0,0.00499875,4000.0,5.0,0.0,0.0,0.0,0.0
1.0,0.0,44.0,0.0,0.11945074,7500.0,2.0,0.0,1.0,0.0,0.0
1.0,0.038688381,42.0,0.0,0.463738697,5418.0,7.0,0.0,3.0,0.0,1.0
1.0,0.047493737,32.0,0.0,0.254887312,8030.0,7.0,0.0,2.0,0.0,0.0
1.0,0.90518435,57.0,0.0,0.6318272970000001,8476.0,8.0,0.0,2.0,0.0,1.0
1.0,0.081461335,49.0,0.0,0.355736203,8733.0,21.0,0.0,2.0,0.0,0.0
1.0,0.075650259,44.0,0.0,0.168957761,4000.0,8.0,0.0,0.0,0.0,4.0
1.0,0.064338989,46.0,0.0,0.287671233,1167.0,6.0,0.0,1.0,0.0,2.0
1.0,0.0,42.0,0.0,0.680321873,2733.0,5.0,0.0,2.0,0.0,0.0
1.0,0.082849743,44.0,0.0,0.021324993,3516.0,8.0,0.0,0.0,0.0,3.0
1.0,0.442067427,60.0,0.0,0.189377449,6890.0,14.0,0.0,0.0,0.0,3.0
1.0,0.520022856,49.0,0.0,0.770046929,4900.0,10.0,0.0,1.0,0.0,2.0
1.0,0.941310605,42.0,0.0,0.901056142,3597.0,11.0,0.0,1.0,0.0,2.0
0.0,1.020704908,33.0,1.0,0.28860826100000003,3800.0,4.0,1.0,0.0,0.0,0.0
1.0,0.169574009,38.0,0.0,0.680976183,3400.0,14.0,0.0,1.0,0.0,0.0
1.0,0.216783217,23.0,0.0,0.019985724,1400.0,1.0,0.0,0.0,0.0,0.0
1.0,0.324481556,54.0,0.0,0.336783908,8500.0,14.0,0.0,1.0,0.0,1.0
0.0,0.45711431,65.0,0.0,0.66651439,6566.0,18.0,0.0,2.0,0.0,1.0
1.0,0.419568765,39.0,0.0,0.4510875170000001,9700.0,7.0,0.0,1.0,0.0,2.0
1.0,0.073620399,53.0,0.0,1.261263663,3750.0,13.0,0.0,2.0,0.0,0.0
1.0,0.023515191,35.0,0.0,0.24715057,5000.0,16.0,0.0,1.0,0.0,3.0
0.0,0.683239059,47.0,5.0,0.716453047,7645.0,13.0,0.0,2.0,4.0,2.0
1.0,0.01418156,50.0,0.0,0.320627803,13379.0,8.0,0.0,2.0,1.0,3.0
1.0,1.740863787,42.0,0.0,0.131843346,4876.0,3.0,2.0,0.0,1.0,1.0
1.0,0.03032926,37.0,0.0,0.096723706,9583.0,13.0,0.0,1.0,0.0,0.0
1.0,0.147856385,66.0,0.0,0.319545587,3432.0,6.0,0.0,0.0,0.0,0.0
1.0,0.117379639,51.0,0.0,0.441136518,8833.0,14.0,0.0,2.0,0.0,4.0
1.0,0.01517067,72.0,0.0,0.001217532,2463.0,4.0,0.0,0.0,0.0,0.0
1.0,0.207677397,79.0,1.0,0.7365737370000001,15100.0,13.0,0.0,8.0,0.0,0.0
1.0,0.9999999,32.0,1.0,0.115554701,5200.0,3.0,0.0,0.0,0.0,1.0
1.0,0.012613758,51.0,0.0,0.078373488,10500.0,9.0,0.0,1.0,0.0,0.0
1.0,0.178964154,56.0,0.0,0.552930754,6772.0,6.0,0.0,1.0,0.0,1.0
0.0,0.980511571,38.0,1.0,0.136906684,3096.0,9.0,2.0,0.0,0.0,1.0
1.0,0.013326035,58.0,0.0,0.141645205,6600.0,11.0,0.0,1.0,0.0,0.0
1.0,0.14696390199999998,78.0,0.0,0.31928012,6000.0,18.0,0.0,2.0,0.0,0.0
1.0,0.066964435,30.0,0.0,0.4295950670000001,6000.0,10.0,0.0,2.0,0.0,2.0
1.0,0.408254251,44.0,0.0,0.345725954,7100.0,15.0,0.0,2.0,0.0,3.0
1.0,0.610925402,45.0,0.0,1.026563839,3500.0,8.0,0.0,1.0,0.0,2.0
1.0,0.086382684,45.0,1.0,0.183874094,21666.0,14.0,0.0,2.0,0.0,4.0
1.0,0.9999999,31.0,0.0,0.0070521859999999985,1417.0,1.0,0.0,0.0,0.0,0.0
1.0,0.412725858,68.0,1.0,0.410196601,3000.0,10.0,0.0,1.0,1.0,0.0
1.0,0.0,59.0,0.0,0.138418684,9333.0,8.0,0.0,1.0,0.0,1.0
1.0,0.0019787710000000003,78.0,0.0,1.013231403,3400.0,19.0,0.0,2.0,0.0,1.0
1.0,0.17011364399999998,39.0,1.0,0.158226473,4600.0,16.0,0.0,0.0,0.0,2.0
1.0,0.006941405,44.0,0.0,0.437949949,5833.0,8.0,0.0,2.0,0.0,3.0
1.0,0.003339933,43.0,0.0,0.273590801,8000.0,6.0,0.0,1.0,0.0,2.0
1.0,0.260412138,53.0,0.0,0.167383262,10000.0,6.0,0.0,1.0,0.0,3.0
1.0,0.9999999,23.0,0.0,0.208704772,1906.0,3.0,0.0,0.0,0.0,1.0
1.0,0.48976951,41.0,0.0,0.95201371,3500.0,5.0,0.0,2.0,0.0,0.0
0.0,0.9999999,40.0,0.0,0.153846154,3600.0,2.0,0.0,0.0,0.0,4.0
1.0,0.052568674,66.0,0.0,0.15637498800000002,10250.0,3.0,0.0,1.0,0.0,1.0
1.0,0.002779839,61.0,0.0,0.241333333,6749.0,17.0,0.0,2.0,0.0,0.0
1.0,0.641076414,41.0,0.0,0.769400718,7241.0,12.0,0.0,1.0,0.0,5.0
1.0,0.205063871,67.0,0.0,0.367514721,9000.0,11.0,0.0,2.0,0.0,4.0
1.0,0.040602748,60.0,0.0,0.427233888,11000.0,8.0,0.0,2.0,0.0,0.0
1.0,0.047566762,52.0,0.0,0.01079784,3333.0,8.0,0.0,0.0,0.0,0.0
1.0,0.036230571,47.0,0.0,0.630740588,4833.0,7.0,0.0,3.0,0.0,0.0
0.0,0.552468614,68.0,1.0,0.342754299,7500.0,13.0,0.0,1.0,0.0,0.0
1.0,0.520644945,47.0,0.0,1.1851992409999998,5269.0,6.0,0.0,2.0,0.0,3.0
1.0,0.060393412,41.0,0.0,0.024840957,3300.0,8.0,0.0,0.0,0.0,2.0
1.0,0.485309055,50.0,3.0,0.28776470600000004,8499.0,9.0,0.0,2.0,0.0,1.0
1.0,0.864386925,55.0,0.0,1.578168733,2500.0,10.0,0.0,2.0,0.0,0.0
1.0,0.9999999,74.0,0.0,0.013990673,1500.0,1.0,0.0,0.0,1.0,0.0
1.0,0.076417737,56.0,0.0,0.4791226220000001,7567.0,13.0,0.0,3.0,0.0,2.0
1.0,0.189886047,64.0,0.0,0.197280272,10000.0,15.0,0.0,1.0,0.0,0.0
1.0,0.8557257709999999,40.0,0.0,0.215643991,5100.0,6.0,0.0,0.0,0.0,0.0
1.0,0.123585783,62.0,0.0,0.08398024,1416.0,4.0,0.0,0.0,0.0,0.0
1.0,0.551037414,44.0,0.0,0.337922895,5083.0,5.0,0.0,1.0,0.0,0.0
1.0,0.67426645,32.0,1.0,0.142717178,6123.0,6.0,0.0,0.0,1.0,2.0
1.0,0.009239548,77.0,0.0,0.017982018,1000.0,9.0,0.0,0.0,0.0,0.0
0.0,0.545021698,64.0,0.0,1.199928597,2800.0,23.0,1.0,1.0,0.0,0.0
1.0,0.010990793,44.0,0.0,0.240981463,13000.0,10.0,0.0,2.0,0.0,0.0
1.0,0.551647702,71.0,0.0,5.128146453,436.0,10.0,0.0,2.0,0.0,0.0
1.0,0.8407053809999999,47.0,0.0,0.376657248,4600.0,8.0,0.0,1.0,0.0,1.0
1.0,0.104295114,82.0,0.0,0.001764654,34000.0,3.0,0.0,0.0,0.0,0.0
1.0,0.9999999,60.0,0.0,0.157603261,13000.0,4.0,0.0,1.0,0.0,1.0
1.0,0.006196706,77.0,0.0,0.000595711,5035.0,2.0,0.0,0.0,0.0,0.0
1.0,0.214719063,52.0,0.0,0.379113698,8416.0,4.0,0.0,2.0,0.0,2.0
1.0,0.010823105,62.0,0.0,8.0,2950.0,8.0,0.0,0.0,0.0,0.0
1.0,0.00760982,66.0,0.0,0.330667594,8627.0,11.0,0.0,3.0,0.0,0.0
1.0,0.00271853,65.0,0.0,0.705882353,900.0,8.0,0.0,1.0,0.0,0.0
1.0,0.07579621,38.0,0.0,0.494755769,10010.0,5.0,0.0,1.0,0.0,3.0
1.0,0.003080039,38.0,0.0,0.57594381,6833.0,9.0,0.0,1.0,0.0,2.0
1.0,0.009310768,49.0,0.0,1.686209194,1500.0,12.0,0.0,2.0,0.0,0.0
1.0,0.111341419,37.0,0.0,0.149742513,20000.0,9.0,0.0,2.0,0.0,2.0
0.0,0.401532612,53.0,0.0,0.439246866,20500.0,22.0,0.0,5.0,0.0,1.0
1.0,0.025809567,90.0,0.0,49.0,2325.0,11.0,0.0,0.0,0.0,0.0
1.0,0.019276294,54.0,0.0,2258.0,0.0,11.0,0.0,2.0,0.0,0.0
1.0,0.789076662,47.0,1.0,0.250755876,10252.0,11.0,0.0,1.0,0.0,5.0
1.0,0.67232371,47.0,0.0,0.795621974,4750.0,15.0,0.0,2.0,0.0,0.0
